"","da","pa","qa","pg","qg","RMSE","AIC"
"451",0,3,7,2,3,0.0898850244215494,-3.31054277960471
"452",0,3,7,3,0,0.0897101072071271,-3.09852455892249
"453",0,3,7,3,1,0.08979114914045,-3.30900762011216
"454",0,3,7,3,2,0.0902058943580961,-3.30995224360174
"455",0,3,7,3,3,0.0898133099385676,-3.31036247401165
"456",0,4,0,0,1,0.0899288892794005,-2.76835889368898
"457",0,4,0,0,2,0.0899817837479853,-2.76629481174322
"458",0,4,0,0,3,0.0899370579687045,-2.80819519236428
"459",0,4,0,1,0,0.0897814191346838,-2.90466350912743
"460",0,4,0,1,1,0.0897586064086323,-3.31047737199951
"461",0,4,0,1,2,0.0897592522188422,-3.31034473146174
"462",0,4,0,1,3,0.0897813740809518,-3.22722342775856
"463",0,4,0,2,0,0.0897617823780605,-3.01877908158381
"464",0,4,0,2,1,0.0897586151586754,-3.31031908867236
"465",0,4,0,2,2,0.0900049277351827,-3.10192675975961
"466",0,4,0,2,3,0.0897654683494776,-3.31118672232606
"467",0,4,0,3,0,0.08966245169046,-3.09931991314219
"468",0,4,0,3,1,0.0897586086062841,-3.31016082478519
"469",0,4,0,3,2,0.0898999197970093,-3.22280734754809
"470",0,4,0,3,3,0.0897760709954227,-3.31152695056953
"471",0,4,1,0,1,0.0899420158768347,-2.80316316621274
"472",0,4,1,0,2,0.0898176342185684,-2.76921143675205
"473",0,4,1,1,0,0.0900143308793947,-2.9402206862732
"474",0,4,1,1,1,0.0897925446836065,-3.31035690898836
"475",0,4,1,1,2,0.0897941223099663,-3.31022445407392
"476",0,4,1,1,3,0.089795138160199,-3.31033067103978
"477",0,4,1,2,0,0.0898340540927311,-3.0188297835472
"478",0,4,1,2,1,0.0898147606384951,-3.25020582936822
"479",0,4,1,2,2,0.0897913634003448,-3.31053131646925
"480",0,4,1,2,3,0.0899399815701964,-3.12688319545945
"481",0,4,1,3,0,0.0897095450750399,-3.09924394052015
"482",0,4,1,3,1,0.0897937752481361,-3.31004035144496
"483",0,4,1,3,2,0.0897911081607785,-3.31037304515157
"484",0,4,1,3,3,0.0898098732860447,-3.31140299424944
"485",0,4,2,0,1,0.090127571905442,-2.80322168090758
"486",0,4,2,0,2,0.0901278747358605,-2.80306356726526
"487",0,4,2,0,3,0.0900882790060855,-1.8035061961969
"488",0,4,2,1,0,0.0898779775079264,-2.93928976128879
"489",0,4,2,1,2,0.089865272517289,-3.31016888385429
"490",0,4,2,1,3,0.0898665449806264,-3.31027765793863
"491",0,4,2,2,0,0.0895669565110655,-3.01947491389746
"492",0,4,2,2,1,0.08986521977956,-3.31014303494075
"493",0,4,2,2,2,0.0906555649459611,-3.114119337879
"494",0,4,2,2,3,0.089877881768128,-3.31101179127791
"495",0,4,2,3,0,0.08983132020189,-3.06241785977409
"496",0,4,2,3,1,0.0898664679664161,-3.30998476154287
"497",0,4,2,3,2,0.0899761647119346,-3.11531699362618
"498",0,4,2,3,3,0.0898843127099584,-3.31133963437709
"499",0,4,3,0,1,0.0899056593585904,-2.80342607744934
"500",0,4,3,0,2,0.0899043255701754,-2.80326794586908
"501",0,4,3,0,3,0.0899042953774494,-2.80310988879487
"502",0,4,3,1,0,0.089846771571747,-2.93914107731565
"503",0,4,3,1,1,0.0898270679766959,-3.31015607147692
"504",0,4,3,1,2,0.0898271304397364,-3.31002401968048
"505",0,4,3,1,3,0.0898361497343979,-3.3101316940027
"506",0,4,3,2,0,0.089822654583838,-3.01884332739709
"507",0,4,3,2,1,0.0898372131894331,-3.3099957598097
"508",0,4,3,2,2,0.0898165815798803,-3.31036317177901
"509",0,4,3,2,3,0.0898709093812879,-3.24667035403671
"510",0,4,3,3,0,0.0898507387720903,-2.94182728580954
"511",0,4,3,3,1,0.089817859908031,-3.30987573658806
"512",0,4,3,3,2,0.0898285244107694,-3.31017484923565
"513",0,4,3,3,3,0.0898801064201248,-3.31118373382918
"514",0,4,4,0,1,0.0899615724748301,-2.80331364774802
"515",0,4,4,0,2,0.089960691837412,-2.80315525436565
"516",0,4,4,0,3,0.0901210750216456,-2.80258516666168
"517",0,4,4,1,0,0.09006165377931,-2.93988506859957
"518",0,4,4,1,1,0.0898738997603911,-3.31000340063958
"519",0,4,4,1,2,0.0898735998882884,-3.30987379873518
"520",0,4,4,1,3,0.089764465769257,-3.31038281044078
"521",0,4,4,2,0,0.0898095971391572,-3.01888274736105
"522",0,4,4,2,1,0.0901561195583254,-3.31025328133401
"523",0,4,4,2,2,0.0898756085526545,-3.31017697579948
"524",0,4,4,2,3,0.0898825225181432,-3.31071221582395
"525",0,4,4,3,0,0.0900781476931072,-3.10023636204313
"526",0,4,4,3,1,0.0898737895718348,-3.30968867582872
"527",0,4,4,3,2,0.0898785707454126,-3.31002264956125
"528",0,4,4,3,3,0.0898909505290387,-3.31104095236267
"529",0,4,5,0,1,0.0895291726069704,-2.80586730890118
"530",0,4,5,0,2,0.0899063388028647,-2.80343173259269
"531",0,4,5,0,3,0.0895237146993944,-2.81078764624127
"532",0,4,5,1,0,0.0898709162287134,-2.93938414166574
"533",0,4,5,1,1,0.0898860510301934,-3.30995648150699
"534",0,4,5,1,2,0.0898727206326193,-3.30955041057899
"535",0,4,5,1,3,0.0899269369290739,-3.30978735805737
"536",0,4,5,2,0,0.0901370318455148,-3.01974342300076
"537",0,4,5,2,1,0.0899671797498813,-3.30995288627569
"538",0,4,5,2,2,0.0898837448955587,-3.30985120986816
"539",0,4,5,3,0,0.0900284703444518,-3.10017732770037
"540",0,4,5,3,1,0.0899344153596088,-3.30947550136045
"541",0,4,5,3,2,0.0899117796480715,-3.30982539740088
"542",0,4,5,3,3,0.0899008489675905,-3.31100874802487
"543",0,4,6,0,1,0.090169458688048,-2.80295555731676
"544",0,4,6,0,2,0.0901272326253908,-2.80278917720452
"545",0,4,6,0,3,0.0896105680354778,-2.80585798952274
"546",0,4,6,1,0,0.0898996848824059,-2.94008987073517
"547",0,4,6,1,1,0.0899240354515256,-3.31029854802573
"548",0,4,6,1,2,0.0899886493309445,-3.31014226143289
"549",0,4,6,2,0,0.0901679703576268,-3.02014144149043
"550",0,4,6,2,1,0.0899095898607514,-3.30948653566191
"551",0,4,6,2,2,0.0899068941447984,-3.30989113346533
"552",0,4,6,2,3,0.0899120460200974,-3.31033851794486
"553",0,4,6,3,0,0.0900645100994541,-3.09992352451147
"554",0,4,6,3,1,0.0897941917070082,-3.30955004672983
"555",0,4,6,3,2,0.0899199597178594,-3.31031579260611
"556",0,4,6,3,3,0.089924424514395,-3.31136424687508
"557",0,4,7,0,1,0.0899547644653276,-2.80274809385695
"558",0,4,7,0,2,0.0899528532989796,-2.80258885367706
"559",0,4,7,0,3,0.0895951257748252,-2.80319042188183
"560",0,4,7,1,0,0.0898372679516941,-2.94085303145128
"561",0,4,7,1,1,0.0900530351802932,-3.30981831164807
"562",0,4,7,1,2,0.0901837777431651,-1.48605959982461
"563",0,4,7,1,3,0.0900467886836207,-1.48371926222173
"564",0,4,7,2,0,0.0903352733957854,-3.02002720849594
"565",0,4,7,2,1,0.0903238207433283,-1.48860004746896
"566",0,4,7,2,2,0.0901606634895779,-1.48551880453219
"567",0,4,7,2,3,0.0900158213439571,-1.48293553342884
"568",0,4,7,3,0,0.0908872797146365,-3.10010587840673
"569",0,4,7,3,1,0.0902881624502518,-1.48806318236924
"570",0,4,7,3,2,0.0901330994787795,-1.48476474394538
"571",0,4,7,3,3,0.0899929118293101,-1.48209836123712
"572",0,5,0,0,2,0.0899417124531848,-2.7597566114018
"573",0,5,0,0,3,0.089928762858373,-2.80286248456248
"574",0,5,0,1,0,0.0900023661491057,-2.93940575855734
"575",0,5,0,1,1,0.0898422987337334,-3.31033151817177
"576",0,5,0,1,2,0.0899429577827493,-3.24015703695697
"577",0,5,0,1,3,0.0898450520513991,-3.31030644168523
"578",0,5,0,2,0,0.0899558206532893,-3.01914493407498
"579",0,5,0,2,1,0.0898422892465333,-3.31017325593958
"580",0,5,0,2,2,0.0898383929962033,-3.31049254191744
"581",0,5,0,2,3,0.089787837338372,-3.23611724752984
"582",0,5,0,3,0,0.0897759755667308,-3.0993258174517
"583",0,5,0,3,2,0.0898383921713556,-3.31033426816614
"584",0,5,0,3,3,0.0898342334262506,-3.06833630488887
"585",0,5,1,0,1,0.0899620817932257,-2.76025366401847
"586",0,5,1,0,2,0.0903964009441089,-2.71312713271445
"587",0,5,1,0,3,0.0900187135507272,-2.80278013916627
"588",0,5,1,1,0,0.0900194884536019,-2.93929258362547
"589",0,5,1,1,1,0.0897996807166285,-3.23530755612361
"590",0,5,1,1,2,0.0900184805778666,-3.22013106890829
"591",0,5,1,1,3,0.089859107293782,-3.31016178948421
"592",0,5,1,2,0,0.0901312018618288,-3.01994736282974
"593",0,5,1,2,1,0.0898558652626515,-3.31002746860619
"594",0,5,1,2,2,0.0898540393723866,-3.31034944881942
"595",0,5,1,2,3,0.0898620638619294,-3.31087824495424
"596",0,5,1,3,0,0.0898885265893653,-3.05409138124881
"597",0,5,1,3,1,0.0898556983016541,-3.309869198659
"598",0,5,1,3,2,0.0898294703752559,-3.09975487831492
"599",0,5,1,3,3,0.0898662799626264,-3.3112151835217
"600",0,5,2,0,1,0.0899144717970623,-2.80437305195476
"601",0,5,2,0,2,0.0899830996397722,-2.80331177011814
"602",0,5,2,0,3,0.0899144043461939,-2.80405644413743
"603",0,5,2,1,0,0.08983919499784,-2.93912114456241
"604",0,5,2,1,1,0.0898482771767603,-3.31005879168586
"605",0,5,2,1,2,0.0899992332855548,-3.24005201368482
"606",0,5,2,1,3,0.0898488848935865,-3.31003445270282
"607",0,5,2,2,0,0.0899263780787394,-3.01875821316491
"608",0,5,2,2,1,0.0898471396431455,-3.30990052922706
"609",0,5,2,2,2,0.0897416299583895,-3.06335815658151
"610",0,5,2,2,3,0.0898566271532498,-3.31075279210485
"611",0,5,2,3,0,0.0898155268425486,-3.09898242956092
"612",0,5,2,3,2,0.0898480534046715,-3.31006448485201
"613",0,5,2,3,3,0.0898609500164849,-3.31108506313893
"614",0,5,3,0,1,0.0897828084307643,-2.80440676470061
"615",0,5,3,0,2,0.0899718113694345,-2.80321059323138
"616",0,5,3,0,3,0.0897833635889432,-2.80409252546738
"617",0,5,3,1,0,0.0902695989203606,-2.94035889157816
"618",0,5,3,1,3,0.0898607487486742,-3.30987559854853
"619",0,5,3,2,0,0.0900251232502629,-2.95502201000915
"620",0,5,3,2,1,0.0898730976119494,-3.30973925713674
"621",0,5,3,2,2,0.091198014846515,-3.00081067581464
"622",0,5,3,2,3,0.0898559685709601,-3.23605331840978
"623",0,5,3,3,0,0.0899331925921476,-3.05314069223728
"624",0,5,3,3,1,0.0898709500677863,-3.30960341815623
"625",0,5,3,3,2,0.0899478700607612,-3.3108349524674
"626",0,5,3,3,3,0.0908131697183863,-3.06251881383036
"627",0,5,4,0,1,0.0902762396713653,-2.80326851064746
"628",0,5,4,0,2,0.0900597863755641,-2.80346549892074
"629",0,5,4,0,3,0.0902688329608753,-2.80295209454806
"630",0,5,4,1,0,0.0900701628371989,-2.94080882866931
"631",0,5,4,1,1,0.0898678128844472,-3.3097643324972
"632",0,5,4,1,2,0.0899328033906424,-3.3105316047997
"633",0,5,4,1,3,0.0899738579499338,-3.30995580196776
"634",0,5,4,2,0,0.0904402196501838,-3.02037820471878
"635",0,5,4,2,1,0.0898667999358612,-3.30957708356273
"636",0,5,4,2,3,0.0898656729217809,-3.31042579876717
"637",0,5,4,3,0,0.0903913419747519,-3.1009093029226
"638",0,5,4,3,1,0.089876989855921,-3.30942370087168
"639",0,5,4,3,2,0.0899822814130692,-3.30998930948438
"640",0,5,4,3,3,0.0898827874866831,-3.31076874971551
"641",0,5,5,0,1,0.0901428003576815,-2.8036544906576
"642",0,5,5,0,2,0.0901420177703253,-2.80349648015014
"643",0,5,5,0,3,0.0899556456620091,-2.80325833105221
"644",0,5,5,1,0,0.0898998122290468,-2.93935342519406
"645",0,5,5,1,1,0.0900567653354021,-3.31061780186275
"646",0,5,5,1,2,0.0898789811330769,-3.31024671311114
"647",0,5,5,1,3,0.0898791232787896,-3.3095901597267
"648",0,5,5,2,0,0.0900901240733367,-3.0190544142877
"649",0,5,5,2,1,0.0898056890052043,-3.30980203058337
"650",0,5,5,2,3,0.0889328607418328,-3.31224931222348
"651",0,5,5,3,0,0.0908536542837116,-3.10070674214587
"652",0,5,5,3,1,0.0897989147964513,-3.30964354678733
"653",0,5,5,3,2,0.089847264140602,-3.31029770475796
"654",0,5,5,3,3,0.0899578621359735,-3.31062668462355
"655",0,5,6,0,1,0.0899655914861864,-2.80316694953456
"656",0,5,6,0,2,0.089531452679306,-2.80883539281858
"657",0,5,6,0,3,0.089701602304668,-2.81138469699031
"658",0,5,6,1,0,0.089900705571699,-2.93901660422241
"659",0,5,6,1,1,0.0902755881299972,-3.30988167729473
"660",0,5,6,1,2,0.0902721014248337,-3.30974537533159
"661",0,5,6,1,3,0.0898908385624943,-3.30925965549321
"662",0,5,6,2,0,0.0900224628969954,-3.02154271561954
"663",0,5,6,2,1,0.0898557323713672,-3.30955352292062
"664",0,5,6,2,3,0.0899588315436494,-3.31060947458414
"665",0,5,6,3,0,0.089903110380324,-3.10102791620518
"666",0,5,6,3,1,0.0901108072668014,-3.31004217477112
"667",0,5,6,3,2,0.0902701779719109,-3.30990384443595
"668",0,5,6,3,3,0.0903084111829802,-3.31094734833762
"669",0,5,7,0,1,0.0893800848262188,-2.80714750202805
"670",0,5,7,0,2,0.0893793851390522,-2.80698957160543
"671",0,5,7,0,3,0.0893723149547531,-2.81204781634155
"672",0,5,7,1,0,0.0901314811004352,-2.94011461339351
"673",0,5,7,1,1,0.090050697450604,-3.31000433387446
"674",0,5,7,1,2,0.089920204915689,-3.31010885523474
"675",0,5,7,1,3,0.0898618390442038,-3.30972858918378
"676",0,5,7,2,0,0.0902088262120672,-3.01985227623432
"677",0,5,7,2,1,0.0900924512067625,-3.30989675431028
"678",0,5,7,2,2,0.0899231204762196,-3.30991827901789
"679",0,5,7,2,3,0.089858999448244,-3.31051496258157
"680",0,5,7,3,0,0.0905526823899051,-3.10022957111068
"681",0,5,7,3,1,0.0898658535479151,-3.31037706809459
"682",0,5,7,3,2,0.0896799714491909,-3.30960075715231
"683",0,5,7,3,3,0.090089004124039,-3.31110777872415
"684",0,6,0,0,1,0.0899474175368033,-2.80352918042301
"685",0,6,0,0,2,0.0899392291411502,-2.8033719132811
"686",0,6,0,0,3,0.0898193334472215,-2.75061406856185
"687",0,6,0,1,0,0.0899955217045907,-2.93922363649331
"688",0,6,0,1,1,0.0898474262029466,-3.3100701651161
"689",0,6,0,1,2,0.089848484602402,-3.30993782335149
"690",0,6,0,1,3,0.0898508691422588,-3.31004567509888
"691",0,6,0,2,0,0.0900310866356486,-3.0195626061386
"692",0,6,0,2,2,0.0903357441384613,-3.21872190503361
"693",0,6,0,2,3,0.0900956891734938,-3.07971097036517
"694",0,6,0,3,0,0.0897770714533576,-3.09915998473017
"695",0,6,0,3,1,0.0898474912736798,-3.3097536124305
"696",0,6,0,3,2,0.0898435210898565,-3.3100866350153
"697",0,6,0,3,3,0.0898583803480309,-3.31110893912122
"698",0,6,1,0,2,0.0899307141593202,-2.75181874995062
"699",0,6,1,0,3,0.0899349149036495,-2.80305649639219
"700",0,6,1,1,0,0.0901070321697393,-2.93998811528154
"701",0,6,1,1,1,0.0899630254586214,-3.17281454702659
"702",0,6,1,1,2,0.0898997128120683,-3.22917961166605
"703",0,6,1,2,0,0.0901363035540441,-3.01992096152865
"704",0,6,1,2,2,0.0903851312367028,-3.06497410715953
"705",0,6,1,2,3,0.0899411468422387,-3.22504922101066
"706",0,6,1,3,0,0.0898881691723817,-3.04463360810277
"707",0,6,1,3,1,0.0898344798409081,-3.30959697797188
"708",0,6,1,3,2,0.0898322301104691,-3.30992890795885
"709",0,6,1,3,3,0.0899216131940908,-3.22203308023338
"710",0,6,2,0,1,0.0899698169980064,-2.80407079634217
"711",0,6,2,0,2,0.0894853929061227,-2.80928721484589
"712",0,6,2,0,3,0.0894887081861258,-2.80570182930951
"713",0,6,2,1,0,0.090001911940448,-2.93923080437843
"714",0,6,2,1,1,0.0899335719204613,-3.3099430137257
"715",0,6,2,1,2,0.089957042766015,-3.196309172051
"716",0,6,2,1,3,0.0897311784170869,-3.31001957839814
"717",0,6,2,2,0,0.0900930238145555,-3.01973073581626
"718",0,6,2,2,1,0.0899473402601892,-3.22517852130846
"719",0,6,2,2,2,0.0899705015365415,-3.22489989927562
"720",0,6,2,2,3,0.0899554324537893,-3.2245118554769
"721",0,6,2,3,0,0.0899820181637524,-3.03571181364548
"722",0,6,2,3,1,0.0898185238575242,-3.30944225032027
"723",0,6,2,3,2,0.0898564420302995,-3.30978224986936
"724",0,6,2,3,3,0.0898616421453275,-3.31080232970973
"725",0,6,3,0,1,0.0895152680475529,-2.8059266259425
"726",0,6,3,0,2,0.0903935346569078,-1.58966124208779
"727",0,6,3,0,3,0.0899086068123509,-1.5434895972594
"728",0,6,3,1,0,0.0893413746109632,-2.94235008483008
"729",0,6,3,1,1,0.0898824865708469,-3.3096047384482
"730",0,6,3,1,2,0.0898334251894686,-3.30946949960525
"731",0,6,3,1,3,0.0898504442348161,-3.30958242120877
"732",0,6,3,2,0,0.0901555781548348,-3.01967557961452
"733",0,6,3,2,1,0.0898353343343263,-3.30944394936989
"734",0,6,3,2,2,0.0898462956906994,-3.30983088791044
"735",0,6,3,2,3,0.0900452612024596,-3.31065818184656
"736",0,6,3,3,0,0.0897059791121802,-3.09909002506865
"737",0,6,3,3,1,0.089839177260324,-3.30929013928458
"738",0,6,3,3,2,0.0900469483407361,-3.30997196684593
"739",0,6,3,3,3,0.0900600490945727,-3.31100655413016
"740",0,6,4,0,1,0.0896237863968175,-2.80769254590504
"741",0,6,4,0,2,0.0896301414031151,-2.80592708296588
"742",0,6,4,0,3,0.0896278298149978,-2.80576899526401
"743",0,6,4,1,0,0.0898074257951064,-2.9406714584657
"744",0,6,4,1,1,0.0899548678041624,-3.31020049193213
"745",0,6,4,1,2,0.0898907167336932,-3.30930480554147
"746",0,6,4,1,3,0.0899567103046863,-3.31003471509052
"747",0,6,4,2,0,0.0901649375522984,-3.01963185129762
"748",0,6,4,2,1,0.0898375174181039,-3.309285085274
"749",0,6,4,2,2,0.090041653013094,-3.31026783405247
"750",0,6,4,2,3,0.0898628426677515,-3.31015680640204
"751",0,6,4,3,0,0.0903454026349795,-3.10142339056258
"752",0,6,4,3,1,0.089847517538406,-3.30957396003371
"753",0,6,4,3,2,0.0898852476265886,-3.30946954164077
"754",0,6,4,3,3,0.0898527570278662,-3.31082188848368
"755",0,6,5,0,1,0.0895852240021331,-2.80595110580511
"756",0,6,5,0,2,0.0896385636665666,-2.80562593078948
"757",0,6,5,0,3,0.0895343136139682,-2.80559937744094
"758",0,6,5,1,0,0.0901604964367636,-2.94355112689599
"759",0,6,5,1,1,0.0901466874862973,-3.31048465148535
"760",0,6,5,1,2,0.0901248497805312,-3.31022030831633
"761",0,6,5,1,3,0.0901644940150426,-3.31038424475661
"762",0,6,5,2,0,0.0899807043932237,-3.0213934662162
"763",0,6,5,2,1,0.0898586455954666,-3.30917713510508
"764",0,6,5,2,2,0.0898655268933122,-3.30946377082443
"765",0,6,5,2,3,0.0897356622287891,-3.31073561153983
"766",0,6,5,3,0,0.0900840305398508,-3.10005405825207
"767",0,6,5,3,1,0.0901382011975588,-3.31008506861529
"768",0,6,5,3,2,0.0896757371704165,-3.31137004102996
"769",0,6,5,3,3,0.0894466234009817,-3.31073045360354
"770",0,6,6,0,1,0.0894804610454753,-2.80606125103533
"771",0,6,6,0,2,0.0894753111108469,-2.80750665514047
"772",0,6,6,0,3,0.0895036922616964,-2.80575901401809
"773",0,6,6,1,0,0.0901426699799132,-2.94345524018875
"774",0,6,6,1,1,0.0898539041858263,-3.30912703903441
"775",0,6,6,1,2,0.0898305337327647,-3.30905020090755
"776",0,6,6,1,3,0.0897497199490391,-3.3112107299045
"777",0,6,6,2,0,0.0900674689187432,-3.02135556998635
"778",0,6,6,2,1,0.0898873933949942,-3.31087597989902
"779",0,6,6,2,2,0.0898804589193343,-3.31019729028392
"780",0,6,6,2,3,0.0898452411611717,-3.31073204011146
"781",0,6,6,3,0,0.0903886366078407,-3.10065389660708
"782",0,6,6,3,1,0.0899338644659113,-3.30962416897012
"783",0,6,6,3,3,0.0897934856999116,-3.31228712907549
"784",0,6,7,0,1,0.0895475971427403,-2.80592520996646
"785",0,6,7,0,2,0.0895484009692886,-2.80576599379668
"786",0,6,7,0,3,0.0895469537268814,-2.80560189269671
"787",0,6,7,1,0,0.0893166233977137,-2.94756661997275
"788",0,6,7,1,1,0.0893917975454687,-3.3094915493183
"789",0,6,7,1,2,0.0896519886209297,-3.30936065012128
"790",0,6,7,1,3,0.0898862802164885,-3.30925349601864
"791",0,6,7,2,0,0.0901142345887708,-3.01989447062971
"792",0,6,7,2,1,0.0896719412459888,-3.30902638683651
"793",0,6,7,2,2,0.0896381185172812,-3.30944827594613
"794",0,6,7,3,0,0.0900577667121838,-3.10136979469366
"795",0,6,7,3,1,0.0893916807819092,-3.30917501100123
"796",0,6,7,3,2,0.0896299304754167,-3.3092945424784
"797",0,6,7,3,3,0.0898505750215197,-3.31074214465809
"798",0,7,0,0,1,0.0900161812928708,-2.74211837451903
"799",0,7,0,0,2,0.0900718995443335,-2.74157311095469
"800",0,7,0,0,3,0.0899405546129283,-2.74098468618502
"801",0,7,0,1,0,0.0901128086345813,-2.93921336100408
"802",0,7,0,1,1,0.0898407655175437,-3.3097737646994
"803",0,7,0,1,2,0.0898415274857449,-3.30964128647516
"804",0,7,0,1,3,0.0898441467062929,-3.3097481250789
"805",0,7,0,2,0,0.0901976339779835,-3.01968160080189
"806",0,7,0,2,1,0.0898407679144215,-3.30961547303334
"807",0,7,0,2,3,0.0898457829967592,-3.31047794208757
"808",0,7,0,3,0,0.0897156140618987,-3.09898230281563
"809",0,7,0,3,2,0.0900832769968935,-3.18980508388203
"810",0,7,0,3,3,0.0898067112970643,-3.04355157811829
"811",0,7,1,0,1,0.0899277353351674,-2.80321381789295
"812",0,7,1,0,2,0.0899906706248714,-2.74266075291315
"813",0,7,1,0,3,0.0900483636874858,-2.27826152214762
"814",0,7,1,1,0,0.0900651927122052,-2.93895404740802
"815",0,7,1,1,1,0.0898431657464042,-3.30961933584579
"816",0,7,1,1,2,0.0898399641498336,-3.30954255166541
"817",0,7,1,1,3,0.0898438763478204,-3.30959328744687
"818",0,7,1,2,0,0.0901514710706875,-3.01971308173598
"819",0,7,1,2,1,0.0898430398552726,-3.30946102743964
"820",0,7,1,2,2,0.089841883286756,-3.30979384045507
"821",0,7,1,2,3,0.089849789363849,-3.31032361935759
"822",0,7,1,3,0,0.0897311528373704,-3.09883978296871
"823",0,7,1,3,3,0.0898546302091169,-3.31065616139868
"824",0,7,2,0,1,0.0899354717359673,-2.80306369368856
"825",0,7,2,0,2,0.0899366803330484,-2.80290551313426
"826",0,7,2,0,3,0.089935545175272,-2.80274887910925
"827",0,7,2,1,0,0.0898021994789761,-2.94006706983028
"828",0,7,2,1,1,0.0894169150055782,-3.3100370560448
"829",0,7,2,1,2,0.089876361565523,-3.31013464031395
"830",0,7,2,1,3,0.089844497945277,-3.30943536113399
"831",0,7,2,2,0,0.0899114010445087,-3.02111178380207
"832",0,7,2,2,1,0.0898393426441136,-3.31077780279909
"833",0,7,2,2,2,0.0898982380399025,-3.31108925038678
"834",0,7,2,2,3,0.0898779821421856,-3.31101385187185
"835",0,7,2,3,0,0.0897904409774677,-3.09971905469294
"836",0,7,2,3,1,0.0894169562542432,-3.30972050651273
"837",0,7,2,3,2,0.0898239145964231,-3.30948963063065
"838",0,7,2,3,3,0.0899825832531879,-3.3110285551527
"839",0,7,3,0,1,0.0895947149712013,-2.80786781890126
"840",0,7,3,0,2,0.0895906504714339,-2.80609667852395
"841",0,7,3,0,3,0.0895907716356948,-2.80593894489008
"842",0,7,3,1,0,0.0898043262590347,-2.94087020002564
"843",0,7,3,1,1,0.0899060751671021,-3.31115758441642
"844",0,7,3,2,0,0.090029513536308,-3.02165427576264
"845",0,7,3,2,1,0.0901292161738208,-3.31022576470194
"846",0,7,3,2,3,0.0898238962482203,-3.31000948407518
"847",0,7,3,3,0,0.0900213388806999,-3.10001354725914
"848",0,7,3,3,1,0.0898658496761901,-3.30897181070499
"849",0,7,3,3,2,0.0898674553664003,-3.30931671280911
"850",0,7,3,3,3,0.0899938998286803,-3.31072361115107
"851",0,7,4,0,1,0.0895930920466524,-2.8060959076363
"852",0,7,4,0,2,0.0897086629749687,-2.80636456442569
"853",0,7,4,0,3,0.0895920259550826,-2.80577942015834
"854",0,7,4,1,0,0.0893289407480215,-2.94199158909788
"855",0,7,4,1,1,0.0898893104014111,-3.30999397256863
"856",0,7,4,1,2,0.0898246553530148,-3.30900655800568
"857",0,7,4,1,3,0.0898200252147787,-3.3099689414513
"858",0,7,4,2,0,0.0899319797030601,-3.018266843763
"859",0,7,4,2,1,0.0901597778944067,-3.30980399242529
"860",0,7,4,2,2,0.0900403997231213,-3.31008799333943
"861",0,7,4,3,0,0.0900254619573615,-3.0999031823355
"862",0,7,4,3,1,0.0898230529299955,-3.30883368101982
"863",0,7,4,3,2,0.0899639704954625,-3.31071883315716
"864",0,7,4,3,3,0.0898783424878264,-3.31018414099635
"865",0,7,5,0,1,0.0897138536146459,-2.80646021912255
"866",0,7,5,0,2,0.0896431375091036,-2.80562097980473
"867",0,7,5,0,3,0.0896432622483915,-2.80546335835611
"868",0,7,5,1,0,0.0901796206996875,-2.94335171463143
"869",0,7,5,1,1,0.0898949105586833,-3.30979588341728
"870",0,7,5,1,2,0.0901651194111956,-3.31005953678204
"871",0,7,5,1,3,0.0899582289272444,-3.30965774022075
"872",0,7,5,2,0,0.0903248926996507,-3.02114645895266
"873",0,7,5,2,1,0.0899483137420542,-3.30931175519428
"874",0,7,5,2,3,0.0898656098348363,-3.31014318313585
"875",0,7,5,3,0,0.0905827651863832,-3.10020048857902
"876",0,7,5,3,1,0.0899945962359101,-3.31024399920039
"877",0,7,5,3,2,0.0897356002656065,-3.31110014965143
"878",0,7,5,3,3,0.0901377170907521,-3.31033512201986
"879",0,7,6,0,1,0.089813107543367,-2.80638687289582
"880",0,7,6,0,2,0.089742158194014,-2.80629553040328
"881",0,7,6,0,3,0.0898112059414568,-2.81133060342528
"882",0,7,6,1,0,0.0901862575820066,-2.94322518456647
"883",0,7,6,1,1,0.0897327060501859,-3.30959629174887
"884",0,7,6,1,2,0.0895248856084308,-3.31109672341341
"885",0,7,6,1,3,0.089717373635454,-3.30982322214324
"886",0,7,6,2,0,0.0896568272018663,-3.0190104042201
"887",0,7,6,2,1,0.0894106833962848,-3.30994140759577
"888",0,7,6,2,2,0.0899686299648805,-3.31050230029307
"889",0,7,6,2,3,0.0894346150412992,-3.30994877627855
"890",0,7,6,3,0,0.090943660110262,-3.1005709572962
"891",0,7,6,3,1,0.0894143263009934,-3.30978750643243
"892",0,7,6,3,2,0.0897512852436331,-3.30961667694078
"893",0,7,6,3,3,0.0897553158824957,-3.31121447440869
"894",0,7,7,0,1,0.0891325105750745,-2.80654673954187
"895",0,7,7,0,2,0.0891319566211682,-2.80638857276971
"896",0,7,7,0,3,0.0895307172187523,-2.80661799638053
"897",0,7,7,1,0,0.0898070179281882,-2.94315795992938
"898",0,7,7,1,1,0.0900106579766464,-3.31023580251332
"899",0,7,7,1,2,0.0899445396720594,-3.31129678533025
"900",0,7,7,1,3,0.0899648686476588,-3.30977947598723
"901",0,7,7,2,0,0.0899098047143402,-3.01982650056964
"902",0,7,7,2,1,0.0901877509098124,-3.30963982868376
