Date,XUDLUSS,XUDLNKD,XUDLSFS,XUDLJYD,XUDLSKD,XUDLDKD,XUDLCDD,XUDLNDD,XUDLZRD,XUDLHDD,XUDLSGD,XUDLERD
1984-06-28,1.35,7.99,3.1464,237.15,8.1875,10.2265,1.3165,1.5773,1.36,7.817,,1.2485
1984-06-29,1.3563,7.9865,3.1605,237.45,8.1815,10.1825,1.3182,1.5773,1.36,7.819,,1.2453
1984-07-02,1.3495,8.0185,3.1596,238.8,8.2055,10.245,1.3163,1.5818,1.371,7.8125,,1.2516
1984-07-03,1.336,8.0685,3.155,239.59,8.226,10.325,1.3186,1.5911,1.411,7.818,,1.2609
1984-07-04,1.336,8.0815,3.1603,239.62,8.2285,10.33,1.3225,1.5911,1.433,7.819,,1.2623
1984-07-05,1.326,8.1425,3.1474,240.52,8.2685,10.375,1.3276,1.6026,1.438,7.82,,1.2668
1984-07-06,1.319,8.145,3.1392,240.75,8.2762,10.3725,1.3265,1.6026,1.434,7.821,,1.267
1984-07-09,1.3095,8.181,3.1317,242.47,8.2975,10.3987,1.3287,1.6142,1.481,7.8377,,1.2715
1984-07-10,1.307,8.1535,3.1211,241.68,8.2745,10.36,1.3274,1.6098,1.476,7.84,,1.2672
1984-07-11,1.3092,8.1915,3.1427,242.17,8.2945,10.379,1.3328,1.6108,1.5,7.8345,,1.2715
1984-07-12,1.3091,8.2195,3.1539,242.65,8.315,10.42,1.3349,1.6168,1.483,7.8495,,1.2759
1984-07-13,1.3212,8.1905,3.1696,241.57,8.2875,10.3675,1.3278,1.6247,1.483,7.855,,1.2696
1984-07-16,1.3252,8.1755,3.1585,240.46,8.266,10.3272,1.327,1.6247,1.475,7.8285,,1.2643
1984-07-17,1.3227,8.2205,3.1811,242.19,8.293,10.394,1.3294,1.6247,1.482,7.8235,,1.273
1984-07-18,1.3149,8.2545,3.1742,243.42,8.3225,10.4425,1.3311,1.996,1.485,7.8265,,1.2774
1984-07-19,1.3228,8.2485,3.1882,243.49,8.3055,10.425,1.3291,2.006,1.486,7.836,,1.2771
1984-07-20,1.3241,8.2525,3.1947,244.28,8.3035,10.4325,1.3276,2.0182,1.49,7.8315,,1.2773
1984-07-23,1.3176,8.2912,3.2198,247.11,8.3585,10.5237,1.3279,2.0251,1.546,7.8385,,1.2882
1984-07-24,1.3212,8.2915,3.2336,246.4,8.345,10.495,1.3198,2.0214,1.565,7.8475,,1.2858
1984-07-25,1.3325,8.245,3.2409,245.7,8.308,10.425,1.316,2.008,1.571,7.8475,,1.2754
1984-07-26,1.3305,8.2275,3.2298,243.65,8.295,10.4065,1.3135,2.002,1.545,7.8405,,1.2739
1984-07-27,1.3115,8.285,3.223,245.15,8.354,10.505,1.3138,2.0161,1.587,7.8415,,1.2888
1984-07-30,1.3085,8.336,3.224,246.14,8.3995,10.5887,1.3154,2.0231,1.635,7.8485,,1.2962
1984-07-31,1.311,8.325,3.2257,244.3,8.39,10.5665,1.3115,2.0222,1.649,7.8465,,1.2921
1984-08-01,1.3012,8.365,3.2077,245.46,8.4265,10.6405,1.3069,2.0231,1.666,7.8435,,1.3022
1984-08-02,1.3124,8.3405,3.2206,244.95,8.403,10.5925,1.3039,2.0149,1.638,7.8355,,1.2957
1984-08-03,1.325,8.2525,3.1985,241.97,8.3295,10.4625,1.3089,2.0,1.638,7.8325,,1.282
1984-08-06,1.3225,8.2875,3.1991,242.67,8.343,10.5125,1.3083,2.004,1.561,7.8315,,1.2878
1984-08-07,1.3057,8.3615,3.212,244.6,8.4145,10.655,1.305,2.0153,1.616,7.8335,,1.3047
1984-08-08,1.3107,8.3405,3.2167,243.5,8.403,10.605,1.3031,2.0121,1.611,7.8455,,1.3021
1984-08-09,1.3111,8.3365,3.2102,243.32,8.3995,10.605,1.3072,2.0129,1.59,7.8395,,1.2979
1984-08-10,1.3115,8.31,3.2029,242.8,8.3935,10.5625,1.3079,2.006,1.584,7.8395,,1.2961
1984-08-13,1.3049,8.3525,3.2067,243.88,8.4275,10.63,1.3095,2.0121,1.605,7.8435,,1.305
1984-08-14,1.3247,8.2495,3.1972,241.45,8.3295,10.4675,1.3053,2.0,1.552,7.843,,1.2862
1984-08-15,1.3206,8.2835,3.1869,242.15,8.3475,10.5075,1.3029,2.0,1.552,7.8395,,1.2894
1984-08-16,1.3275,8.2275,3.1594,240.7,8.2995,10.4225,1.3043,1.9952,1.526,7.8345,,1.2779
1984-08-17,1.3236,8.245,3.1471,240.77,8.3175,10.4275,1.3036,1.992,1.539,7.8385,,1.2801
1984-08-20,1.3201,8.2725,3.1599,241.01,8.3325,10.4625,1.3019,1.996,1.545,7.8415,,1.2851
1984-08-21,1.3134,8.2925,3.1616,241.85,8.35,10.5162,1.3018,1.9992,1.551,7.8465,,1.2921
1984-08-22,1.3085,8.307,3.1551,241.55,8.343,10.5255,1.3011,2.002,1.556,7.845,,1.2932
1984-08-23,1.3111,8.2567,3.1326,240.87,8.2875,10.4555,1.2991,1.9968,1.55,7.845,,1.2856
1984-08-24,1.3085,8.2715,3.1289,240.95,8.3105,10.46,1.2976,1.9976,1.556,7.8375,,1.287
1984-08-28,1.3107,8.2875,3.1352,241.35,8.318,10.4887,1.3005,2.0012,1.552,7.8425,,1.292
1984-08-29,1.3142,8.2675,3.1396,240.6,8.2965,10.455,1.2994,1.9988,1.558,7.8435,,1.2889
1984-08-30,1.3109,8.2895,3.1471,241.2,8.3035,10.5062,1.2977,2.0028,1.564,7.8425,,1.2928
1984-08-31,1.3098,8.2925,3.1503,241.52,8.313,10.5025,1.2969,2.002,1.573,7.8395,,1.2926
1984-09-03,1.3023,8.3363,3.1609,242.6,8.3715,10.5875,1.2956,2.002,1.588,7.84,,1.3028
1984-09-04,1.2926,8.3725,3.1587,243.61,8.3975,10.6412,1.2966,2.0202,1.608,7.8425,,1.3087
1984-09-05,1.2847,8.4075,3.1632,244.46,8.4365,10.6935,1.3046,2.0305,1.608,7.8495,,1.3188
1984-09-06,1.2833,8.4155,3.1596,244.17,8.4475,10.7225,1.3063,2.0288,1.64,7.8495,,1.3208
1984-09-07,1.278,8.4535,3.1573,244.98,8.4765,10.7635,1.3133,2.0375,1.655,7.8525,,1.3291
1984-09-10,1.2736,8.5015,3.1732,245.75,8.5215,10.8475,1.3125,2.0367,1.659,7.8705,,1.3381
1984-09-11,1.2761,8.5075,3.1756,245.4,8.5195,10.8705,1.3145,2.0333,1.66,7.8705,,1.3411
1984-09-12,1.2792,8.505,3.1852,245.0,8.5265,10.8585,1.3152,2.0321,1.643,7.8605,,1.3394
1984-09-13,1.2682,8.5775,3.1809,245.82,8.5785,10.9865,1.3146,2.0387,1.659,7.8575,,1.3544
1984-09-14,1.266,8.545,3.1713,245.45,8.555,10.9425,1.3141,2.0396,1.656,7.8575,,1.3539
1984-09-17,1.2434,8.6555,3.1427,247.13,8.655,11.1305,1.3185,2.0517,1.682,7.8575,,1.3726
1984-09-18,1.2285,8.7275,3.1265,246.27,8.7105,11.2205,1.3192,2.0585,1.699,7.8625,,1.3839
1984-09-19,1.2385,8.705,3.1353,245.57,8.6945,11.2,1.3166,2.0563,1.671,7.8575,,1.3819
1984-09-20,1.222,8.7505,3.121,247.15,8.7375,11.285,1.3204,2.064,1.688,7.8435,,1.3945
1984-09-21,1.2385,8.72,3.1359,244.3,8.7,11.2,1.3173,2.045,1.693,7.844,,1.3844
1984-09-24,1.249,8.76,3.1231,244.4,8.6,10.99,1.3154,2.0416,1.654,7.8135,,1.3566
1984-09-25,1.2365,8.825,3.1092,245.76,8.65,11.09,1.3176,2.0521,1.68,7.814,,1.3729
1984-09-26,1.2312,8.88,3.1112,245.5,8.69,11.16,1.3192,2.0521,1.691,7.8125,,1.3796
1984-09-27,1.249,8.745,3.1231,244.67,8.58,10.955,1.3176,2.0421,1.668,7.8025,,1.3552
1984-09-28,1.2387,8.81,3.1246,246.8,8.6375,11.075,1.3184,2.0534,1.671,7.8065,,1.3693
1984-10-01,1.2385,8.825,3.1107,246.18,8.63,11.055,1.3167,2.0534,1.679,7.8125,,1.3667
1984-10-02,1.2412,8.8025,3.1101,245.93,8.6325,11.0055,1.3145,2.0513,1.675,7.8145,,1.3612
1984-10-03,1.2502,8.738,3.1167,245.41,8.5785,10.9075,1.3122,2.0429,1.668,7.8115,,1.3499
1984-10-04,1.2425,8.795,3.1162,246.31,8.62,11.005,1.3138,2.0492,1.683,7.818,,1.3601
1984-10-05,1.2342,8.7905,3.1114,247.0,8.635,11.03,1.3166,2.0496,1.683,7.818,,1.3642
1984-10-08,1.2362,8.8225,3.109,246.77,8.6525,11.0525,1.3191,2.0496,1.707,7.8165,,1.366
1984-10-09,1.2301,8.875,3.122,247.37,8.6875,11.1275,1.3191,2.0563,1.722,7.8225,,1.3769
1984-10-10,1.2244,8.9025,3.1222,247.87,8.7115,11.1937,1.3177,2.0619,1.722,7.8305,,1.385
1984-10-11,1.2252,8.8875,3.12,248.15,8.7115,11.2165,1.3171,2.0597,1.729,7.831,,1.3842
1984-10-12,1.2285,8.92,3.1265,247.6,8.7175,11.225,1.3188,2.0597,1.742,7.8205,,1.3871
1984-10-15,1.2076,9.0075,3.1108,248.99,8.8005,11.348,1.3243,2.0713,1.765,7.8315,,1.4043
1984-10-16,1.2042,9.0105,3.0924,248.87,8.796,11.3035,1.3253,2.0717,1.789,7.8325,,1.4011
1984-10-17,1.2035,8.99,3.0725,248.87,8.78,11.23,1.3266,2.0713,1.787,7.8225,,1.3916
1984-10-18,1.1884,9.005,3.0328,248.82,8.7965,11.2425,1.3279,2.0756,1.792,7.826,,1.3931
1984-10-19,1.1927,8.915,3.0217,247.46,8.735,11.105,1.3237,2.0695,1.781,7.827,,1.377
1984-10-22,1.1987,8.9065,3.0303,247.34,8.718,11.1035,1.3218,2.0678,1.802,7.828,,1.377
1984-10-23,1.209,8.8525,3.034,244.82,8.66,11.0145,1.3172,2.0563,1.779,7.8255,,1.3653
1984-10-24,1.2217,8.7925,3.0356,244.1,8.6105,10.93,1.3152,2.0433,1.779,7.8245,,1.354
1984-10-25,1.227,8.76,3.0399,244.07,8.5962,10.905,1.3147,2.0425,1.804,7.824,,1.3515
1984-10-26,1.2212,8.795,3.0416,245.52,8.6325,10.9625,1.3174,2.045,1.805,7.82,,1.3593
1984-10-29,1.2101,8.8625,3.0442,246.5,8.71,11.0785,1.3189,2.0576,1.896,7.8225,,1.3719
1984-10-30,1.2121,8.8475,3.0456,245.52,8.7055,11.045,1.3178,2.0513,1.921,7.8225,,1.3663
1984-10-31,1.2167,8.8175,3.0408,245.83,8.6535,10.98,1.3165,2.0488,1.886,7.8215,,1.3589
1984-11-01,1.2251,8.7625,3.0346,244.96,8.6195,10.915,1.3131,2.0371,1.922,7.823,,1.3481
1984-11-02,1.2525,8.6075,3.0411,241.9,8.4775,10.695,1.3115,2.0169,1.864,7.8175,,1.3219
1984-11-05,1.2617,8.6025,3.0615,242.65,8.4875,10.6725,1.3099,2.0202,1.801,7.8195,,1.3213
1984-11-06,1.2625,8.6085,3.066,241.95,8.4815,10.6805,1.3104,2.0202,1.816,7.82,,1.3228
1984-11-07,1.275,8.545,3.0657,240.5,8.435,10.575,1.3108,2.008,1.738,7.8185,,1.3114
1984-11-08,1.2692,8.5915,3.0692,241.05,8.4785,10.6525,1.3142,2.0141,1.755,7.8185,,1.3185
1984-11-09,1.265,8.6005,3.0607,240.8,8.4895,10.655,1.316,2.0145,1.766,7.8185,,1.3188
1984-11-12,1.267,8.6085,3.0642,240.85,8.4875,10.6812,1.3169,2.0145,1.746,7.8205,,1.3209
1984-11-13,1.2768,8.5455,3.0767,239.9,8.4475,10.5925,1.3143,2.0088,1.726,7.8215,,1.3133
1984-11-14,1.2627,8.6225,3.08,242.05,8.5175,10.7015,1.315,2.0169,1.753,7.8235,,1.3267
1984-11-15,1.2613,8.6375,3.0877,242.75,8.5265,10.7115,1.3166,2.0182,1.764,7.8225,,1.3295
1984-11-16,1.2602,8.6325,3.0814,242.45,8.5355,10.7095,1.3152,2.0145,1.764,7.8225,,1.3276
1984-11-19,1.2483,8.6825,3.0858,243.52,8.5715,10.7915,1.3167,2.0259,1.787,7.824,,1.3388
1984-11-20,1.2453,8.7165,3.0886,244.17,8.5975,10.8275,1.3172,2.0309,1.779,7.8245,,1.3419
1984-11-21,1.2245,8.7875,3.0649,245.55,8.6525,10.9125,1.3189,2.0396,1.791,7.826,,1.3522
1984-11-22,1.229,8.7262,3.0547,244.2,8.6115,10.8325,1.3159,2.0396,1.785,7.8275,,1.3441
1984-11-23,1.22,8.785,3.0518,244.3,8.6562,10.9262,1.3177,2.0408,1.794,7.8265,,1.3548
1984-11-26,1.2005,8.8805,3.0267,246.08,8.7255,11.0225,1.3193,2.0521,1.818,7.826,,1.3685
1984-11-27,1.2089,8.8585,3.0461,245.35,8.7245,11.0005,1.321,2.0471,1.835,7.8275,,1.3662
1984-11-28,1.1975,8.92,3.0303,245.9,8.7795,11.0875,1.3239,2.0504,1.848,7.8295,,1.3774
1984-11-29,1.1983,8.9,3.0325,245.86,8.7725,11.09,1.3217,2.0492,1.848,7.8285,,1.377
1984-11-30,1.2037,8.9325,3.0673,247.4,8.8075,11.155,1.3237,2.0534,1.857,7.8295,,1.3837
1984-12-03,1.1937,8.976,3.0573,248.02,8.8295,11.195,1.3251,2.0627,1.861,7.831,,1.3895
1984-12-04,1.2065,8.9,3.0603,246.75,8.7675,11.0575,1.3221,2.0509,1.84,7.831,,1.3717
1984-12-05,1.2055,8.905,3.0692,246.77,8.78,11.055,1.322,2.0513,1.832,7.827,,1.3756
1984-12-06,1.204,8.9175,3.0606,246.85,8.78,11.0725,1.3225,2.0551,1.837,7.828,,1.3762
1984-12-07,1.2025,8.9285,3.0622,247.35,8.81,11.0905,1.3217,2.0551,1.821,7.828,,1.379
1984-12-10,1.2046,8.9175,3.0684,246.64,8.796,11.0625,1.3203,2.0631,1.826,7.8355,,1.3781
1984-12-11,1.2026,8.9175,3.0648,246.9,8.8,11.0525,1.3186,2.0597,1.842,7.834,,1.3774
1984-12-12,1.1992,8.9425,3.0654,247.25,8.8135,11.055,1.3214,2.0589,1.836,7.833,,1.3803
1984-12-13,1.192,8.9525,3.0515,247.44,8.8475,11.0987,1.3215,2.0644,1.85,7.832,,1.3854
1984-12-14,1.1896,8.9625,3.0468,248.08,8.8525,11.1125,1.3216,2.07,1.873,7.832,,1.3862
1984-12-17,1.1903,8.955,3.0436,247.77,8.8375,11.0825,1.3205,2.0704,1.9,7.832,,1.383
1984-12-18,1.1855,8.9575,3.0135,246.8,8.84,11.0625,1.318,2.0683,1.938,7.8307,,1.3779
1984-12-19,1.1767,8.9875,3.0112,247.8,8.8705,11.1055,1.3202,2.0756,1.924,7.83,,1.3829
1984-12-20,1.1705,9.0175,3.0008,247.77,8.895,11.1235,1.3175,2.0855,1.953,7.829,,1.3864
1984-12-21,1.1715,9.0375,3.0043,247.8,8.9225,11.16,1.3156,2.0833,1.953,7.827,,1.3913
1984-12-24,1.1765,9.04,3.0265,248.05,8.92,11.18,1.316,2.0833,1.957,7.8765,,1.3935
1984-12-27,1.1655,9.0825,3.0221,250.05,8.96,11.25,1.3199,2.0978,1.967,7.8245,,1.4027
1984-12-28,1.1635,9.0875,3.0117,250.45,8.975,11.2575,1.3208,2.0986,1.98,7.821,,1.4026
1984-12-31,1.158,9.095,3.0137,251.55,8.9875,11.2775,1.3215,2.103,1.984,7.822,,1.4057
1985-01-02,1.1455,9.1645,3.0035,251.97,9.0475,11.3675,1.3223,2.1142,2.01,7.824,,1.4158
1985-01-03,1.152,9.1655,3.0202,252.4,9.0385,11.2985,1.3206,2.116,2.038,7.8175,,1.4118
1985-01-04,1.1525,9.1325,3.0253,253.22,9.025,11.2925,1.3196,2.1164,2.037,7.819,,1.4112
1985-01-07,1.1446,9.16,3.0277,255.7,9.0595,11.3285,1.3215,2.1277,2.092,7.808,,1.4153
1985-01-08,1.1497,9.12,3.0329,254.6,9.0335,11.27,1.3205,2.1164,2.082,7.8045,,1.4069
1985-01-09,1.1423,9.1425,3.0208,254.98,9.044,11.3025,1.3204,2.1209,2.137,7.803,,1.4103
1985-01-10,1.1325,9.1425,2.9972,254.07,9.0575,11.3175,1.3211,2.1191,2.119,7.795,,1.4077
1985-01-11,1.1295,9.1375,2.9844,253.65,9.0425,11.2775,1.321,2.1209,2.172,7.795,,1.4072
1985-01-14,1.113,9.2215,2.975,255.27,9.1225,11.41,1.324,2.1317,2.235,7.8035,,1.4218
1985-01-15,1.1206,9.241,3.0043,254.95,9.1525,11.4185,1.3243,2.1281,2.328,7.8035,,1.4212
1985-01-16,1.1225,9.215,3.001,254.78,9.125,11.3925,1.3245,2.1281,2.296,7.799,,1.42
1985-01-17,1.1207,9.2135,2.9981,254.77,9.1245,11.369,1.3261,2.1272,2.307,7.797,,1.4192
1985-01-18,1.1216,9.215,3.0016,254.4,9.13,11.365,1.3272,2.1268,2.312,7.7977,,1.4189
1985-01-21,1.1255,9.1775,2.9995,253.35,9.113,11.32,1.3225,2.1268,2.307,7.7972,,1.4143
1985-01-22,1.1246,9.17,2.9999,253.95,9.0625,11.3145,1.3238,2.1299,2.307,7.7977,,1.4137
1985-01-23,1.1138,9.1885,2.98,254.25,9.0815,11.3285,1.3262,2.1345,2.301,7.7957,,1.4167
1985-01-24,1.1172,9.1625,2.9681,253.82,9.06,11.295,1.3241,2.1299,2.306,7.7962,,1.4119
1985-01-25,1.114,9.1535,2.9679,253.86,9.0315,11.2705,1.325,2.1331,2.245,7.7952,,1.4132
1985-01-28,1.1127,9.1735,2.9642,254.17,9.0485,11.2965,1.3264,2.1345,2.123,7.7957,,1.4139
1985-01-29,1.1177,9.1675,2.972,254.02,9.0445,11.3025,1.3266,2.1322,2.047,7.7962,,1.4134
1985-01-30,1.1262,9.1725,3.0092,254.47,9.052,11.32,1.3278,2.1281,1.982,7.7952,,1.4132
1985-01-31,1.1297,9.155,3.0225,254.8,9.0337,11.2925,1.3274,2.1277,1.978,7.7977,,1.4129
1985-02-01,1.128,9.1765,3.04,256.47,9.065,11.335,1.3277,2.1313,1.984,7.8057,,1.416
1985-02-04,1.1144,9.2525,3.0481,259.21,9.1425,11.4335,1.3327,2.1552,2.008,7.8093,,1.4296
1985-02-05,1.1132,9.2775,3.042,259.14,9.1585,11.485,1.3341,2.1654,2.028,7.8175,,1.4358
1985-02-06,1.1124,9.2865,3.0441,259.57,9.1795,11.5125,1.3348,2.165,1.969,7.8097,,1.4395
1985-02-07,1.1167,9.3025,3.0771,260.55,9.185,11.5625,1.3367,2.1782,1.852,7.8017,,1.4436
1985-02-08,1.1128,9.3265,3.0793,260.3,9.1905,11.5785,1.3355,2.1763,1.885,7.803,,1.4488
1985-02-11,1.0955,9.3925,3.0594,261.3,9.2505,11.6725,1.3393,2.1935,1.855,7.8042,,1.4597
1985-02-12,1.0895,9.4375,3.0514,263.14,9.3025,11.7425,1.3393,2.1935,1.85,7.8032,,1.4676
1985-02-13,1.0857,9.485,3.0494,263.1,9.3325,11.8125,1.341,2.2148,1.843,7.7977,,1.4736
1985-02-14,1.0916,9.445,3.0603,260.76,9.3175,11.7925,1.3406,2.2041,1.876,7.797,,1.4704
1985-02-15,1.1025,9.39,3.0672,256.93,9.2625,11.7275,1.3399,2.1901,1.876,7.7992,,1.4611
1985-02-18,1.0927,9.4435,3.0596,259.95,9.305,11.7925,1.3404,2.1901,1.901,7.7982,,1.4711
1985-02-19,1.0932,9.4787,3.0754,260.2,9.34,11.8425,1.3462,2.2548,1.959,7.7962,,1.4796
1985-02-20,1.0868,9.505,3.0642,260.93,9.3675,11.9085,1.3506,2.2624,1.992,7.7952,,1.4868
1985-02-21,1.088,9.56,3.0727,261.45,9.4212,11.9935,1.3672,2.2381,2.018,7.7817,,1.4976
1985-02-22,1.075,9.6875,3.0699,262.95,9.5055,12.1425,1.3907,2.2573,2.052,7.8,,1.5157
1985-02-25,1.054,9.825,3.0772,263.42,9.68,12.3825,1.4005,2.2717,2.137,7.8032,,1.5444
1985-02-26,1.042,9.8775,3.052,261.15,9.735,12.4375,1.402,2.2676,2.16,7.804,,1.5519
1985-02-27,1.089,9.555,3.0941,259.25,9.415,11.925,1.3835,2.2422,1.99,7.805,,1.4919
1985-02-28,1.082,9.57,3.0902,259.56,9.45,11.955,1.3861,2.2497,2.028,7.801,,1.4952
1985-03-01,1.0715,9.66,3.0848,261.45,9.4875,12.01,1.3907,2.3256,2.07,7.803,,1.5016
1985-03-04,1.0712,9.645,3.0949,259.87,9.5375,12.0525,1.3928,2.3068,2.073,7.803,,1.5063
1985-03-05,1.0612,9.7707,3.0936,260.79,9.665,12.215,1.3961,2.2173,2.064,7.803,,1.5273
1985-03-06,1.0545,9.795,3.0876,261.98,9.715,12.285,1.4065,2.1436,2.039,7.805,,1.5352
1985-03-07,1.0632,9.755,3.087,261.07,9.655,12.175,1.4005,2.2222,2.073,7.805,,1.5212
1985-03-08,1.0685,9.7525,3.0842,261.3,9.645,12.135,1.397,2.1739,2.073,7.803,,1.5184
1985-03-11,1.0852,9.6075,3.101,259.35,9.535,11.965,1.3907,2.1119,2.004,7.8035,,1.4979
1985-03-12,1.09,9.6025,3.0929,259.97,9.5525,11.94,1.3872,2.2472,1.998,7.8017,,1.4951
1985-03-13,1.084,9.6175,3.0889,260.15,9.5525,12.0225,1.3884,2.2472,1.994,7.8025,,1.5021
1985-03-14,1.0804,9.6625,3.1099,260.55,9.6055,12.095,1.3895,2.2523,2.049,7.8025,,1.5152
1985-03-15,1.085,9.6775,3.1194,260.55,9.5995,12.0825,1.386,2.2573,2.06,7.8027,,1.5109
1985-03-18,1.1044,9.5775,3.1569,259.95,9.535,11.985,1.3817,2.2396,1.921,7.804,,1.502
1985-03-19,1.136,9.3745,3.1581,258.25,9.3625,11.7235,1.3763,2.2371,1.901,7.8035,,1.471
1985-03-20,1.1382,9.3425,3.1448,257.45,9.305,11.675,1.3682,2.2099,1.94,7.795,,1.4663
1985-03-21,1.191,9.21,3.227,254.22,9.22,11.47,1.3684,2.1786,1.944,7.799,,1.4386
1985-03-22,1.1722,9.235,3.1995,255.6,9.205,11.545,1.3765,2.181,1.944,7.799,,1.4463
1985-03-25,1.17,9.27,3.2107,256.35,9.27,11.585,1.3822,2.193,1.992,7.8,,1.4541
1985-03-26,1.1777,9.2075,3.2051,255.85,9.2025,11.4825,1.3772,2.1786,1.992,7.8005,,1.4413
1985-03-27,1.2235,9.045,3.2606,252.77,9.06,11.255,1.367,2.1413,1.918,7.7997,,1.413
1985-03-28,1.225,9.005,3.2447,252.85,9.025,11.165,1.369,2.1834,1.914,7.8,,1.4038
1985-03-29,1.23,8.915,3.2109,251.5,8.955,11.035,1.368,2.1598,1.905,7.799,,1.3871
1985-04-01,1.224,8.975,3.2163,252.1,9.0,11.125,1.3675,2.1692,1.934,7.7995,,1.3953
1985-04-02,1.2095,9.065,3.2106,254.1,9.105,11.27,1.3733,2.1716,1.965,7.7987,,1.4121
1985-04-03,1.2185,8.945,3.2223,253.15,9.055,11.225,1.3712,2.1739,1.965,7.801,,1.4021
1985-04-04,1.194,9.12,3.2059,254.42,9.115,11.335,1.378,2.2222,1.994,7.8,,1.4219
1985-04-09,1.1993,9.095,3.2036,255.45,9.13,11.3425,1.374,2.2198,1.978,7.8,,1.4202
1985-04-10,1.2205,8.995,3.2252,254.1,9.055,11.1625,1.3724,2.2148,1.978,7.8005,,1.4028
1985-04-11,1.2461,8.895,3.2417,252.05,8.985,11.05,1.3663,2.193,1.921,7.7985,,1.3846
1985-04-12,1.2502,8.85,3.233,251.55,8.955,11.025,1.3656,2.1906,1.903,7.797,,1.3818
1985-04-15,1.2807,8.7475,3.228,249.9,8.8205,10.785,1.3617,2.1906,1.885,7.793,,1.3558
1985-04-16,1.2765,8.7225,3.2215,249.5,8.845,10.8425,1.36,2.1906,1.878,7.7825,,1.3571
1985-04-17,1.2809,8.7325,3.2259,249.27,8.8425,10.8675,1.3562,2.193,1.912,7.75,,1.3568
1985-04-18,1.293,8.67,3.2131,247.85,8.765,10.76,1.3526,2.1739,1.885,7.783,,1.3439
1985-04-19,1.2937,8.685,3.1987,247.22,8.77,10.74,1.3504,2.1858,1.889,7.783,,1.3377
1985-04-22,1.2854,8.71,3.1916,248.05,8.7775,10.765,1.3502,2.1978,1.908,7.783,,1.346
1985-04-23,1.2645,8.805,3.1935,249.15,8.9,10.96,1.357,2.2026,1.912,7.7795,,1.3722
1985-04-24,1.2235,9.005,3.1829,251.15,9.055,11.175,1.36,2.2124,1.949,7.78,,1.4025
1985-04-25,1.207,9.035,3.1684,252.3,9.0675,11.275,1.366,2.2075,1.949,7.7852,,1.4128
1985-04-26,1.2165,9.0225,3.1757,252.48,9.065,11.267,1.3651,2.2002,1.955,7.791,,1.4067
1985-04-29,1.2262,8.9937,3.212,253.0,9.0437,11.2625,1.3685,2.2002,1.953,7.7785,,1.4021
1985-04-30,1.2385,8.9125,3.222,251.53,8.9975,11.1625,1.3662,2.2026,1.94,7.777,,1.3939
1985-05-01,1.2215,9.03,3.2272,252.95,9.085,11.37,1.3687,2.2051,1.978,7.7855,,1.4138
1985-05-02,1.219,9.07,3.2346,252.85,9.125,11.405,1.3732,2.2075,1.994,7.7855,,1.4203
1985-05-03,1.2075,9.1565,3.2572,253.5,9.185,11.5675,1.3816,2.2051,1.998,7.785,,1.4392
1985-05-07,1.2085,9.0975,3.2321,253.38,9.1337,11.4337,1.3823,2.2099,2.006,7.787,,1.4261
1985-05-08,1.21,9.125,3.2501,253.19,9.1725,11.4825,1.3852,2.2075,2.01,7.785,,1.4331
1985-05-09,1.2325,8.9995,3.2396,251.75,9.06,11.2285,1.3791,2.2026,1.987,7.777,,1.4041
1985-05-10,1.237,8.99,3.244,252.37,9.0525,11.1875,1.3777,2.2075,1.987,7.773,,1.3994
1985-05-13,1.253,8.925,3.2522,251.5,8.92,11.1055,1.3755,2.2026,1.969,7.77,,1.3866
1985-05-14,1.271,8.8625,3.2665,249.55,8.875,10.9925,1.3777,2.2026,1.965,7.771,,1.3723
1985-05-15,1.2645,8.865,3.2608,250.85,8.905,11.04,1.3731,2.2051,1.972,7.766,,1.3796
1985-05-16,1.2543,8.91,3.2593,251.78,8.9325,11.105,1.3725,2.2321,1.972,7.773,,1.392
1985-05-17,1.262,8.835,3.2667,250.75,8.915,11.05,1.3726,2.2222,1.988,7.774,,1.3836
1985-05-20,1.2865,8.7425,3.2754,249.38,8.7875,10.8725,1.3667,2.2099,1.974,7.771,,1.3605
1985-05-21,1.2695,8.895,3.2861,250.5,8.9025,11.055,1.3721,2.2114,1.978,7.772,,1.3826
1985-05-22,1.2683,8.8475,3.2735,250.5,8.8975,11.0275,1.3691,2.2124,1.984,7.7745,,1.3793
1985-05-23,1.2562,8.89,3.263,251.47,8.95,11.1125,1.3721,2.2173,1.998,7.774,,1.3903
1985-05-24,1.2605,8.89,3.2754,251.05,8.94,11.085,1.3751,2.2158,1.992,7.771,,1.3884
1985-05-28,1.2518,8.93,3.2772,251.52,8.97,11.17,1.3784,2.2222,2.0,7.771,,1.3978
1985-05-29,1.263,8.88,3.2825,251.83,8.94,11.1075,1.3817,2.2232,2.002,7.772,,1.3876
1985-05-30,1.2735,8.8525,3.3092,251.55,8.9075,11.0787,1.3776,2.2257,1.998,7.773,,1.3849
1985-05-31,1.2865,8.83,3.3108,251.48,8.84,11.0,1.3746,2.2188,1.998,7.771,,1.3738
1985-06-03,1.2925,8.7775,3.32,248.75,8.8135,10.9695,1.3667,2.2148,1.98,7.772,,1.3719
1985-06-04,1.2815,8.775,3.2815,248.89,8.845,10.9325,1.3676,2.2272,1.982,7.772,,1.3688
